MS	Set_x	Set_y	Set_z	Set_Yaw	x	y	z	Yaw	inX	inY	inZ	inYaw	state_update	sig_flag	
65021	0	0.5	1.2	-0.680383	-0.0427226	0.0530267	-0.205016	-0.674387	0.1	0.1	0.01	0	1	0	
65050	0	0.5	1.2	-0.680383	-0.0427226	0.0530267	-0.205016	-0.674387	0.1	0.1	0.01	0	1	0	
65080	0	0.5	1.2	-0.680383	-0.0427226	0.0530267	-0.205016	-0.674387	0.1	0.1	0.01	0	1	0	
65141	0	0.5	1.2	-0.680383	-0.0412696	0.0631513	-0.205632	-0.679309	0.1	0.1	0.01	0	1	0	
65170	0	0.5	1.2	-0.680383	-0.0412696	0.0631513	-0.205632	-0.679309	0.1	0.1	0.01	0	1	0	
65231	0	0.5	1.2	-0.680383	-0.0412696	0.0631513	-0.205632	-0.679309	0.1	0.1	0.01	0	1	0	
65261	0	0.5	1.2	-0.680383	-0.0412696	0.0631513	-0.205632	-0.679309	0.1	0.1	0.01	0	1	0	
65291	0	0.5	1.2	-0.680383	-0.0412696	0.0631513	-0.205632	-0.679309	0.1	0.1	0.01	0	1	0	
65321	0	0.5	1.2	-0.680383	-0.0412696	0.0631513	-0.205632	-0.679309	0.1	0.1	0.01	0	1	0	
65350	0	0.5	1.2	-0.680383	-0.0412696	0.0631513	-0.205632	-0.679309	0.1	0.1	0.01	0	1	0	
65410	0	0.5	1.2	-0.680383	-0.0355849	0.0784164	-0.207683	-0.675255	0.1	0.1	0.01	0	1	0	
65440	0	0.5	1.2	-0.680383	-0.0355849	0.0784164	-0.207683	-0.675255	0.1	0.1	0.01	0	1	0	
65501	0	0.5	1.2	-0.680383	-0.0355849	0.0784164	-0.207683	-0.675255	0.1	0.1	0.01	0	1	0	
65530	0	0.5	1.2	-0.680383	-0.0355849	0.0784164	-0.207683	-0.675255	0.1	0.1	0.01	0	1	0	
65561	0	0.5	1.2	-0.680383	-0.0355849	0.0784164	-0.207683	-0.675255	0.1	0.1	0.01	0	1	0	
65590	0	0.5	1.2	-0.680383	-0.0355849	0.0784164	-0.207683	-0.675255	0.1	0.1	0.01	0	1	0	
65621	0	0.5	1.2	-0.680383	-0.0355849	0.0784164	-0.207683	-0.675255	0.1	0.1	0.01	0	1	0	
65681	0	0.5	1.2	-0.680383	-0.0203259	0.100795	-0.21867	-0.679426	0.1	0.1	0.01	0	1	0	
65710	0	0.5	1.2	-0.680383	-0.0203259	0.100795	-0.21867	-0.679426	0.1	0.1	0.01	0	1	0	
65741	0	0.5	1.2	-0.680383	-0.0203259	0.100795	-0.21867	-0.679426	0.1	0.1	0.01	0	1	0	
65800	0	0.5	1.2	-0.680383	-0.0203259	0.100795	-0.21867	-0.679426	0.1	0.1	0.01	0	1	0	
65830	0	0.5	1.2	-0.680383	-0.0203259	0.100795	-0.21867	-0.679426	0.1	0.1	0.01	0	1	0	
65860	0	0.5	1.2	-0.680383	-0.0203259	0.100795	-0.21867	-0.679426	0.1	0.1	0.01	0	1	0	
65892	0	0.5	1.2	-0.680383	0.0150073	0.131826	-0.222902	-0.68353	0.1	0.1	0.01	0	1	0	
65950	0	0.5	1.2	-0.680383	0.0150073	0.131826	-0.222902	-0.68353	-0.1	0.1	0.01	0	1	0	
65980	0	0.5	1.2	-0.680383	0.0150073	0.131826	-0.222902	-0.68353	-0.1	0.1	0.01	0	1	0	
66010	0	0.5	1.2	-0.680383	0.0150073	0.131826	-0.222902	-0.68353	-0.1	0.1	0.01	0	1	0	
66071	0	0.5	1.2	-0.680383	0.0150073	0.131826	-0.222902	-0.68353	-0.1	0.1	0.01	0	1	0	
66131	0	0.5	1.2	-0.680383	0.0150073	0.131826	-0.222902	-0.68353	-0.1	0.1	0.01	0	1	0	
66160	0	0.5	1.2	-0.680383	0.05143	0.150634	-0.229592	-0.685288	-0.1	0.1	0.01	0	1	0	
66221	0	0.5	1.2	-0.680383	0.05143	0.150634	-0.229592	-0.685288	-0.1	0.1	0.01	0	1	0	
66250	0	0.5	1.2	-0.680383	0.05143	0.150634	-0.229592	-0.685288	-0.1	0.1	0.01	0	1	0	
66281	0	0.5	1.2	-0.680383	0.05143	0.150634	-0.229592	-0.685288	-0.1	0.1	0.01	0	1	0	
66341	0	0.5	1.2	-0.680383	0.05143	0.150634	-0.229592	-0.685288	-0.1	0.1	0.01	0	1	0	
66401	0	0.5	1.2	-0.680383	0.103499	0.171431	-0.236685	-0.686549	-0.1	0.1	0.01	0	1	0	
66430	0	0.5	1.2	-0.680383	0.103499	0.171431	-0.236685	-0.686549	-0.1	0.1	0.01	0	1	0	
66490	0	0.5	1.2	-0.680383	0.103499	0.171431	-0.236685	-0.686549	-0.1	0.1	0.01	0	1	0	
66520	0	0.5	1.2	-0.680383	0.103499	0.171431	-0.236685	-0.686549	-0.1	0.1	0.01	0	1	0	
66550	0	0.5	1.2	-0.680383	0.103499	0.171431	-0.236685	-0.686549	-0.1	0.1	0.01	0	1	0	
66580	0	0.5	1.2	-0.680383	0.103499	0.171431	-0.236685	-0.686549	-0.1	0.1	0.01	0	1	0	
66640	0	0.5	1.2	-0.680383	0.149168	0.178626	-0.239858	-0.686722	-0.1	0.1	0.01	0	1	0	
66670	0	0.5	1.2	-0.680383	0.149168	0.178626	-0.239858	-0.686722	-0.1	0.1	0.01	0	1	0	
66730	0	0.5	1.2	-0.680383	0.149168	0.178626	-0.239858	-0.686722	-0.1	0.1	0.01	0	1	0	
66760	0	0.5	1.2	-0.680383	0.149168	0.178626	-0.239858	-0.686722	-0.1	0.1	0.01	0	1	0	
66790	0	0.5	1.2	-0.680383	0.149168	0.178626	-0.239858	-0.686722	-0.1	0.1	0.01	0	1	0	
66820	0	0.5	1.2	-0.680383	0.149168	0.178626	-0.239858	-0.686722	-0.1	0.1	0.01	0	1	0	
66850	0	0.5	1.2	-0.680383	0.149168	0.178626	-0.239858	-0.686722	-0.1	0.1	0.01	0	1	0	
66910	0	0.5	1.2	-0.680383	0.200402	0.203242	-0.240233	-0.686267	-0.1	0.1	0.01	0	1	0	
66940	0	0.5	1.2	-0.680383	0.200402	0.203242	-0.240233	-0.686267	-0.1	0.1	0.01	0	1	0	
66970	0	0.5	1.2	-0.680383	0.200402	0.203242	-0.240233	-0.686267	-0.1	0.1	0.01	0	1	0	
67030	0	0.5	1.2	-0.680383	0.200402	0.203242	-0.240233	-0.686267	-0.1	0.1	0.01	0	1	0	
67060	0	0.5	1.2	-0.680383	0.200402	0.203242	-0.240233	-0.686267	-0.1	0.1	0.01	0	1	0	
67090	0	0.5	1.2	-0.680383	0.200402	0.203242	-0.240233	-0.686267	-0.1	0.1	0.01	0	1	0	
67151	0	0.5	1.2	-0.680383	0.215632	0.221821	-0.230976	-0.690768	-0.1	0.1	0.01	0	1	0	
67180	0	0.5	1.2	-0.680383	0.215632	0.221821	-0.230976	-0.690768	-0.1	0.1	0.01	0	1	0	
67211	0	0.5	1.2	-0.680383	0.215632	0.221821	-0.230976	-0.690768	-0.1	0.1	0.01	0	1	0	
67271	0	0.5	1.2	-0.680383	0.215632	0.221821	-0.230976	-0.690768	-0.1	0.1	0.01	0	1	0	
67300	0	0.5	1.2	-0.680383	0.215632	0.221821	-0.230976	-0.690768	-0.1	0.1	0.01	0	1	0	
67330	0	0.5	1.2	-0.680383	0.215632	0.221821	-0.230976	-0.690768	-0.1	0.1	0.01	0	1	0	
67361	0	0.5	1.2	-0.680383	0.215632	0.221821	-0.230976	-0.690768	-0.1	0.1	0.01	0	1	0	
67390	0	0.5	1.2	-0.680383	0.220768	0.256804	-0.228926	-0.687146	-0.1	0.1	0.01	0	1	0	
67450	0	0.5	1.2	-0.680383	0.220768	0.256804	-0.228926	-0.687146	-0.1	0.1	0.01	0	1	0	
67480	0	0.5	1.2	-0.680383	0.220768	0.256804	-0.228926	-0.687146	-0.1	0.1	0.01	0	1	0	
67510	0	0.5	1.2	-0.680383	0.220768	0.256804	-0.228926	-0.687146	-0.1	0.1	0.01	0	1	0	
67570	0	0.5	1.2	-0.680383	0.220768	0.256804	-0.228926	-0.687146	-0.1	0.1	0.01	0	1	0	
67630	0	0.5	1.2	-0.680383	0.220768	0.256804	-0.228926	-0.687146	-0.1	0.1	0.01	0	1	0	
67660	0	0.5	1.2	-0.680383	0.224385	0.309074	-0.233423	-0.690842	-0.1	0.1	0.01	0	1	0	
67691	0	0.5	1.2	-0.680383	0.224385	0.309074	-0.233423	-0.690842	-0.1	0.1	0.01	0	1	0	
67750	0	0.5	1.2	-0.680383	0.224385	0.309074	-0.233423	-0.690842	-0.1	0.1	0.01	0	1	0	
67780	0	0.5	1.2	-0.680383	0.224385	0.309074	-0.233423	-0.690842	-0.1	0.1	0.01	0	1	0	
67810	0	0.5	1.2	-0.680383	0.224385	0.309074	-0.233423	-0.690842	-0.1	0.1	0.01	0	1	0	
67872	0	0.5	1.2	-0.680383	0.224385	0.309074	-0.233423	-0.690842	-0.1	0.1	0.01	0	1	0	
67901	0	0.5	1.2	-0.680383	0.224735	0.366424	-0.238866	-0.68905	-0.1	0.1	0.01	0	1	0	
67930	0	0.5	1.2	-0.680383	0.224735	0.366424	-0.238866	-0.68905	-0.1	0.1	0.01	0	1	0	
67990	0	0.5	1.2	-0.680383	0.224735	0.366424	-0.238866	-0.68905	-0.1	0.1	0.01	0	1	0	
68021	0	0.5	1.2	-0.680383	0.224735	0.366424	-0.238866	-0.68905	-0.1	0.1	0.01	0	1	0	
68050	0	0.5	1.2	-0.680383	0.224735	0.366424	-0.238866	-0.68905	-0.1	0.1	0.01	0	1	0	
68080	0	0.5	1.2	-0.680383	0.224735	0.366424	-0.238866	-0.68905	-0.1	0.1	0.01	0	1	0	
68140	0	0.5	1.2	-0.680383	0.209772	0.415936	-0.242329	-0.687935	-0.1	0.1	0.01	0	1	0	
68171	0	0.5	1.2	-0.680383	0.209772	0.415936	-0.242329	-0.687935	-0.1	0.1	0.01	0	1	0	
68200	0	0.5	1.2	-0.680383	0.209772	0.415936	-0.242329	-0.687935	-0.1	0.1	0.01	0	1	0	
68261	0	0.5	1.2	-0.680383	0.209772	0.415936	-0.242329	-0.687935	-0.1	0.1	0.01	0	1	0	
68291	0	0.5	1.2	-0.680383	0.209772	0.415936	-0.242329	-0.687935	-0.1	0.1	0.01	0	1	0	
68320	0	0.5	1.2	-0.680383	0.209772	0.415936	-0.242329	-0.687935	-0.1	0.1	0.01	0	1	0	
68351	0	0.5	1.2	-0.680383	0.209772	0.415936	-0.242329	-0.687935	-0.1	0.1	0.01	0	1	0	
68410	0	0.5	1.2	-0.680383	0.196101	0.456269	-0.234913	-0.685017	-0.1	0.1	0.01	0	1	0	
68441	0	0.5	1.2	-0.680383	0.196101	0.456269	-0.234913	-0.685017	-0.1	0.1	0.01	0	1	0	
68470	0	0.5	1.2	-0.680383	0.196101	0.456269	-0.234913	-0.685017	-0.1	0.1	0.01	0	1	0	
68500	0	0.5	1.2	-0.680383	0.196101	0.456269	-0.234913	-0.685017	-0.1	0.1	0.01	0	1	0	
68560	0	0.5	1.2	-0.680383	0.196101	0.456269	-0.234913	-0.685017	-0.1	0.1	0.01	0	1	0	
68590	0	0.5	1.2	-0.680383	0.196101	0.456269	-0.234913	-0.685017	-0.1	0.1	0.01	0	1	0	
68620	0	0.5	1.2	-0.680383	0.194752	0.491672	-0.228943	-0.682231	0	0	0	0	1	0	
68680	0	0.5	1.2	-0.680383	0.194752	0.491672	-0.228943	-0.682231	0	0	0	0	1	0	
68710	0	0.5	1.2	-0.680383	0.194752	0.491672	-0.228943	-0.682231	0	0	0	0	1	0	
68741	0	0.5	1.2	-0.680383	0.194752	0.491672	-0.228943	-0.682231	0	0	0	0	1	0	
68805	0	0.5	1.2	-0.680383	0.194752	0.491672	-0.228943	-0.682231	0	0	0	0	1	0	
68830	0	0.5	1.2	-0.680383	0.194752	0.491672	-0.228943	-0.682231	0	0	0	0	1	0	
68860	0	0.5	1.2	-0.680383	0.194752	0.491672	-0.228943	-0.682231	0	0	0	0	1	0	
68891	0	0.5	1.2	-0.680383	0.169527	0.51121	-0.231059	-0.675795	0	0	0	0	1	0	
68950	0	0.5	1.2	-0.680383	0.169527	0.51121	-0.231059	-0.675795	0	0	0	0	1	0	
68980	0	0.5	1.2	-0.680383	0.169527	0.51121	-0.231059	-0.675795	0	0	0	0	1	0	
69014	0	0.5	1.2	-0.680383	0.169527	0.51121	-0.231059	-0.675795	0	0	0	0	1	0	
69070	0	0.5	1.2	-0.680383	0.169527	0.51121	-0.231059	-0.675795	0	0	0	0	1	0	
69100	0	0.5	1.2	-0.680383	0.169527	0.51121	-0.231059	-0.675795	0	0	0	0	1	0	
69130	0	0.5	1.2	-0.680383	0.124639	0.541082	-0.231608	-0.673466	0	0	0	0	1	0	
69160	0	0.5	1.2	-0.680383	0.124639	0.541082	-0.231608	-0.673466	0	0	0	0	1	0	
69221	0	0.5	1.2	-0.680383	0.124639	0.541082	-0.231608	-0.673466	0	0	0	0	1	0	
69251	0	0.5	1.2	-0.680383	0.124639	0.541082	-0.231608	-0.673466	0	0	0	0	1	0	
69280	0	0.5	1.2	-0.680383	0.124639	0.541082	-0.231608	-0.673466	0	0	0	0	1	0	
69340	0	0.5	1.2	-0.680383	0.124639	0.541082	-0.231608	-0.673466	0	0	0	0	1	0	
69401	0	0.5	1.2	-0.680383	0.0747809	0.563434	-0.233865	-0.672479	0	0	0	0	1	0	
69430	0	0.5	1.2	-0.680383	0.0747809	0.563434	-0.233865	-0.672479	0	0	0	0	1	0	
69490	0	0.5	1.2	-0.680383	0.0747809	0.563434	-0.233865	-0.672479	0	0	0	0	1	0	
69521	0	0.5	1.2	-0.680383	0.0747809	0.563434	-0.233865	-0.672479	0	0	0	0	1	0	
69550	0	0.5	1.2	-0.680383	0.0747809	0.563434	-0.233865	-0.672479	0	0	0	0	1	0	
69610	0	0.5	1.2	-0.680383	0.0747809	0.563434	-0.233865	-0.672479	0	0	0	0	1	0	
69670	0	0.5	1.2	-0.680383	0.0406238	0.568877	-0.240605	-0.673046	0	0	0	0	1	0	
69701	0	0.5	1.2	-0.680383	0.0406238	0.568877	-0.240605	-0.673046	0	0	0	0	1	0	
69730	0	0.5	1.2	-0.680383	0.0406238	0.568877	-0.240605	-0.673046	0	0	0	0	1	0	
69790	0	0.5	1.2	-0.680383	0.0406238	0.568877	-0.240605	-0.673046	0	0	0	0	1	0	
69820	0	0.5	1.2	-0.680383	0.0406238	0.568877	-0.240605	-0.673046	0	0	0	0	1	0	
69850	0	0.5	1.2	-0.680383	0.0406238	0.568877	-0.240605	-0.673046	0	0	0	0	1	0	
69911	0	0.5	1.2	-0.680383	0.0333801	0.571661	-0.243457	-0.674911	0	0	0	0	1	0	
69940	-0.5	0.5	1.2	-0.680383	0.0333801	0.571661	-0.243457	-0.674911	0	0	0	0	1	0	
69970	-0.5	0.5	1.2	-0.680383	0.0333801	0.571661	-0.243457	-0.674911	0	0	0	0	1	0	
70001	-0.5	0.5	1.2	-0.680383	0.0333801	0.571661	-0.243457	-0.674911	0	0	0	0	1	0	
70060	-0.5	0.5	1.2	-0.680383	0.0333801	0.571661	-0.243457	-0.674911	0	0	0	0	1	0	
70090	-0.5	0.5	1.2	-0.680383	0.0333801	0.571661	-0.243457	-0.674911	0	0	0	0	1	0	
70120	-0.5	0.5	1.2	-0.680383	0.0333801	0.571661	-0.243457	-0.674911	0	0	0	0	1	0	
70180	-0.5	0.5	1.2	-0.680383	0.027889	0.569138	-0.245124	-0.676082	0	0	0	0	1	0	
70211	-0.5	0.5	1.2	-0.680383	0.027889	0.569138	-0.245124	-0.676082	0	0	0	0	1	0	
70240	-0.5	0.5	1.2	-0.680383	0.027889	0.569138	-0.245124	-0.676082	0	0	0	0	1	0	
70300	-0.5	0.5	1.2	-0.680383	0.027889	0.569138	-0.245124	-0.676082	0	0	0	0	1	0	
70331	-0.5	0.5	1.2	-0.680383	0.027889	0.569138	-0.245124	-0.676082	0	0	0	0	1	0	
70360	-0.5	0.5	1.2	-0.680383	0.027889	0.569138	-0.245124	-0.676082	0	0	0	0	1	0	
70391	-0.5	0.5	1.2	-0.680383	0.0211461	0.566633	-0.248594	-0.67318	0	0	0	0	1	0	
70450	-0.5	0.5	1.2	-0.680383	0.0211461	0.566633	-0.248594	-0.67318	0	0	0	0	1	0	
70480	-0.5	0.5	1.2	-0.680383	0.0211461	0.566633	-0.248594	-0.67318	0	0	0	0	1	0	
70511	-0.5	0.5	1.2	-0.680383	0.0211461	0.566633	-0.248594	-0.67318	0	0	0	0	1	0	
70571	-0.5	0.5	1.2	-0.680383	0.0211461	0.566633	-0.248594	-0.67318	0	0	0	0	1	0	
70630	-0.5	0.5	1.2	-0.680383	0.00841459	0.561329	-0.244895	-0.671776	0	0	0	0	1	0	
70661	-0.5	0.5	1.2	-0.680383	0.00841459	0.561329	-0.244895	-0.671776	0	0	0	0	1	0	
70721	-0.5	0.5	1.2	-0.680383	0.00841459	0.561329	-0.244895	-0.671776	0	0	0	0	1	0	
70750	-0.5	0.5	1.2	-0.680383	0.00841459	0.561329	-0.244895	-0.671776	0	0	0	0	1	0	
70781	-0.5	0.5	1.2	-0.680383	0.00841459	0.561329	-0.244895	-0.671776	0	0	0	0	1	0	
70841	-0.5	0.5	1.2	-0.680383	0.00841459	0.561329	-0.244895	-0.671776	0	0	0	0	1	0	
70900	-0.5	0.5	1.2	-0.680383	0.000539448	0.55715	-0.239278	-0.669179	0	0	0	0	1	0	
70931	-0.5	0.5	1.2	-0.680383	0.000539448	0.55715	-0.239278	-0.669179	0	0	0	0	1	0	
70991	-0.5	0.5	1.2	-0.680383	0.000539448	0.55715	-0.239278	-0.669179	0	0	0	0	1	0	
71020	-0.5	0.5	1.2	-0.680383	0.000539448	0.55715	-0.239278	-0.669179	0	0	0	0	1	0	
71051	-0.5	0.5	1.2	-0.680383	0.000539448	0.55715	-0.239278	-0.669179	0	0	0	0	1	0	
71110	-0.5	0.5	1.2	-0.680383	0.000539448	0.55715	-0.239278	-0.669179	0	0	0	0	1	0	
71141	-0.5	0.5	1.2	-0.680383	0.000539448	0.55715	-0.239278	-0.669179	0	0	0	0	1	0	
71170	-0.5	0.5	1.2	-0.680383	-0.00361512	0.559051	-0.232595	-0.66409	0	0	0	0	1	0	
71200	-0.5	0	1.2	-0.680383	-0.00361512	0.559051	-0.232595	-0.66409	0	0	0	0	1	0	
71230	-0.5	0	1.2	-0.680383	-0.00361512	0.559051	-0.232595	-0.66409	-0.1	-0.1	0.01	0	1	0	
71291	-0.5	0	1.2	-0.680383	-0.00361512	0.559051	-0.232595	-0.66409	-0.1	-0.1	0.01	0	1	0	
71320	-0.5	0	1.2	-0.680383	-0.00361512	0.559051	-0.232595	-0.66409	-0.1	-0.1	0.01	0	1	0	
71350	-0.5	0	1.2	-0.680383	-0.00361512	0.559051	-0.232595	-0.66409	-0.1	-0.1	0.01	0	1	0	
71411	-0.5	0	1.2	-0.680383	-0.00813462	0.56489	-0.227577	-0.663333	-0.1	-0.1	0.01	0	1	0	
71440	-0.5	0	1.2	-0.680383	-0.00813462	0.56489	-0.227577	-0.663333	-0.1	-0.1	0.01	0	1	0	
71500	-0.5	0	1.2	-0.680383	-0.00813462	0.56489	-0.227577	-0.663333	-0.1	-0.1	0.01	0	1	0	
71530	-0.5	0	1.2	-0.680383	-0.00813462	0.56489	-0.227577	-0.663333	-0.1	-0.1	0.01	0	1	0	
71561	-0.5	0	1.2	-0.680383	-0.00813462	0.56489	-0.227577	-0.663333	-0.1	-0.1	0.01	0	1	0	
71590	-0.5	0	1.2	-0.680383	-0.00813462	0.56489	-0.227577	-0.663333	-0.1	-0.1	0.01	0	1	0	
71621	-0.5	0	1.2	-0.680383	-0.00813462	0.56489	-0.227577	-0.663333	-0.1	-0.1	0.01	0	1	0	
71681	-0.5	0	1.2	-0.680383	-0.0111857	0.56505	-0.223648	-0.664265	-0.1	-0.1	0.01	0	1	0	
71711	-0.5	0	1.2	-0.680383	-0.0111857	0.56505	-0.223648	-0.664265	-0.1	-0.1	0.01	0	1	0	
71740	-0.5	0	1.2	-0.680383	-0.0111857	0.56505	-0.223648	-0.664265	-0.1	-0.1	0.01	0	1	0	
71800	-0.5	0	1.2	-0.680383	-0.0111857	0.56505	-0.223648	-0.664265	-0.1	-0.1	0.01	0	1	0	
71830	-0.5	0	1.2	-0.680383	-0.0111857	0.56505	-0.223648	-0.664265	-0.1	-0.1	0.01	0	1	0	
71860	-0.5	0	1.2	-0.680383	-0.0111857	0.56505	-0.223648	-0.664265	-0.1	-0.1	0.01	0	1	0	
71890	-0.5	0	1.2	-0.680383	-0.0158831	0.557556	-0.219602	-0.664746	-0.1	-0.1	0.01	0	1	0	
71950	-0.5	0	1.2	-0.680383	-0.0158831	0.557556	-0.219602	-0.664746	-0.1	-0.1	0.01	0	1	0	
71981	-0.5	0	1.2	-0.680383	-0.0158831	0.557556	-0.219602	-0.664746	-0.1	-0.1	0.01	0	1	0	
72011	-0.5	0	1.2	-0.680383	-0.0158831	0.557556	-0.219602	-0.664746	-0.1	-0.1	0.01	0	1	0	
72070	-0.5	0	1.2	-0.680383	-0.0158831	0.557556	-0.219602	-0.664746	-0.1	-0.1	0.01	0	1	0	
72100	-0.5	0	1.2	-0.680383	-0.0158831	0.557556	-0.219602	-0.664746	-0.1	-0.1	0.01	0	1	0	
72131	-0.5	0	1.2	-0.680383	-0.0212156	0.549255	-0.215733	-0.663867	-0.1	-0.1	0.01	0	1	0	
72160	-0.5	0	1.2	-0.680383	-0.0212156	0.549255	-0.215733	-0.663867	-0.1	-0.1	0.01	0	1	0	
72220	-0.5	0	1.2	-0.680383	-0.0212156	0.549255	-0.215733	-0.663867	-0.1	-0.1	0.01	0	1	0	
72250	-0.5	0	1.2	-0.680383	-0.0212156	0.549255	-0.215733	-0.663867	-0.1	-0.1	0.01	0	1	0	
72280	-0.5	0	1.2	-0.680383	-0.0212156	0.549255	-0.215733	-0.663867	-0.1	-0.1	0.01	0	1	0	
72340	-0.5	0	1.2	-0.680383	-0.0212156	0.549255	-0.215733	-0.663867	-0.1	-0.1	0.01	0	1	0	
72401	-0.5	0	1.2	-0.680383	-0.0386937	0.535933	-0.212687	-0.659321	-0.1	-0.1	0.01	0	1	0	
72430	-0.5	0	1.2	-0.680383	-0.0386937	0.535933	-0.212687	-0.659321	-0.1	-0.1	0.01	0	1	0	
72490	-0.5	0	1.2	-0.680383	-0.0386937	0.535933	-0.212687	-0.659321	-0.1	-0.1	0.01	0	1	0	
72520	-0.5	0	1.2	-0.680383	-0.0386937	0.535933	-0.212687	-0.659321	-0.1	-0.1	0.01	0	1	0	
72550	-0.5	0	1.2	-0.680383	-0.0386937	0.535933	-0.212687	-0.659321	-0.1	-0.1	0.01	0	1	0	
72581	-0.5	0	1.2	-0.680383	-0.0386937	0.535933	-0.212687	-0.659321	-0.1	-0.1	0.01	0	1	0	
72610	-0.5	0	1.2	-0.680383	-0.0386937	0.535933	-0.212687	-0.659321	-0.1	-0.1	0.01	0	1	0	
72671	-0.5	0	1.2	-0.680383	-0.0551443	0.526246	-0.207048	-0.654901	-0.1	-0.1	0.01	0	1	0	
72700	-0.5	0	1.2	-0.680383	-0.0551443	0.526246	-0.207048	-0.654901	-0.1	-0.1	0.01	0	1	0	
72760	-0.5	0	1.2	-0.680383	-0.0551443	0.526246	-0.207048	-0.654901	-0.1	-0.1	0.01	0	1	0	
72791	-0.5	0	1.2	-0.680383	-0.0551443	0.526246	-0.207048	-0.654901	-0.1	-0.1	0.01	0	1	0	
72820	-0.5	0	1.2	-0.680383	-0.0551443	0.526246	-0.207048	-0.654901	-0.1	-0.1	0.01	0	1	0	
72850	-0.5	0	1.2	-0.680383	-0.0551443	0.526246	-0.207048	-0.654901	-0.1	-0.1	0.01	0	1	0	
72911	-0.5	0	1.2	-0.680383	-0.0784895	0.507847	-0.213031	-0.650167	-0.1	-0.1	0.01	0	1	0	
72940	-0.5	0	1.2	-0.680383	-0.0784895	0.507847	-0.213031	-0.650167	-0.1	-0.1	0.01	0	1	0	
73000	-0.5	0	1.2	-0.680383	-0.0784895	0.507847	-0.213031	-0.650167	-0.1	-0.1	0.01	0	1	0	
73031	-0.5	0	1.2	-0.680383	-0.0784895	0.507847	-0.213031	-0.650167	-0.1	-0.1	0.01	0	1	0	
73060	-0.5	0	1.2	-0.680383	-0.0784895	0.507847	-0.213031	-0.650167	-0.1	-0.1	0.01	0	1	0	
73090	-0.5	0	1.2	-0.680383	-0.0784895	0.507847	-0.213031	-0.650167	-0.1	-0.1	0.01	0	1	0	
73120	-0.5	0	1.2	-0.680383	-0.0784895	0.507847	-0.213031	-0.650167	-0.1	-0.1	0.01	0	1	0	
73180	-0.5	0	1.2	-0.680383	-0.0956745	0.483701	-0.211592	-0.648011	-0.1	-0.1	0.01	0	1	0	
73210	-0.5	0	1.2	-0.680383	-0.0956745	0.483701	-0.211592	-0.648011	-0.1	-0.1	0.01	0	1	0	
73240	-0.5	0	1.2	-0.680383	-0.0956745	0.483701	-0.211592	-0.648011	-0.1	-0.1	0.01	0	1	0	
