MS	x	y	z	vx	vy	vz	rx	py	yz	rx_dot	py_dot	yz_dot	
3568	0.599293	0.690497	-1.26654	0.0616629	-0.13559	0.247611	0.0318319	0.0310073	0.122663	0.000109202	-0.000226381	-9.23456e-05	
3818	0.599875	0.689714	-1.26601	0.0615667	-0.13408	0.255497	0.0317992	0.0310289	0.122536	0.00016968	2.26336e-05	-0.000254398	
4068	0.599961	0.690999	-1.26632	0.0700542	-0.132556	0.258141	0.0318128	0.030887	0.122421	0.000388769	4.20257e-05	0.000139375	
4318	0.599686	0.691229	-1.2663	0.0616897	-0.131834	0.257323	0.0318443	0.0308011	0.122334	0.000272225	-0.000126546	2.6461e-06	
4568	0.599577	0.691627	-1.26655	0.0616751	-0.132273	0.254594	0.0318418	0.0308442	0.122194	0.000460632	6.61434e-05	-8.64301e-05	
4818	0.599421	0.690634	-1.26655	0.0605929	-0.134128	0.245374	0.0318299	0.0310145	0.12202	0.000212239	-2.08357e-07	-0.000375387	
5068	0.599428	0.690028	-1.26654	0.0572762	-0.139931	0.245067	0.0317193	0.031528	0.121834	0.000128454	0.00022375	-0.00011497	
5317	0.598964	0.688405	-1.26643	0.063162	-0.140865	0.2516	0.0317298	0.0317195	0.121692	0.000384735	-6.21425e-05	-9.98903e-06	
5568	0.599639	0.688576	-1.2657	0.0603653	-0.14158	0.250901	0.0317518	0.0317846	0.121496	0.000147936	-0.000124938	-0.000585612	
5818	0.599668	0.689122	-1.26589	0.0662998	-0.138793	0.260506	0.0317982	0.0315239	0.121264	0.000236574	7.48565e-05	-0.000420455	
6068	0.599343	0.688973	-1.26592	0.065787	-0.135236	0.258355	0.0317781	0.0311556	0.121067	0.000149305	9.59528e-05	-0.000129715	
6318	0.599752	0.689469	-1.26619	0.0635054	-0.13336	0.254376	0.0317578	0.0309564	0.120969	0.000358461	7.85121e-05	-0.000133512	
6568	0.599449	0.690111	-1.26642	0.0668708	-0.134699	0.251397	0.0318313	0.0310908	0.120763	0.00019914	-0.000511784	-0.000251004	
6818	0.599112	0.689545	-1.26657	0.0560521	-0.136381	0.253653	0.0319074	0.031254	0.120564	0.000429439	-0.00026061	-0.000452073	
7068	0.599456	0.688509	-1.26639	0.060815	-0.136907	0.255343	0.0319178	0.0312767	0.120344	0.000688975	-2.82811e-05	-0.000388075	
7318	0.599206	0.688266	-1.26627	0.0610655	-0.137776	0.251415	0.0319329	0.0313968	0.120164	0.00056162	-9.1374e-05	-0.000116398	
7568	0.599471	0.688067	-1.26634	0.0548625	-0.139214	0.254563	0.0318883	0.0315438	0.119992	0.000143201	0.000127841	-0.00036249	
7818	0.599681	0.687262	-1.26607	0.0664194	-0.137277	0.261266	0.0319071	0.0313672	0.119837	0.000371059	-0.000160937	2.19059e-05	
8068	0.599412	0.687477	-1.26585	0.0589368	-0.135506	0.25446	0.0319548	0.0311687	0.119722	0.000445387	-0.000257297	-8.5384e-05	
8318	0.599677	0.68728	-1.26575	0.0628165	-0.135457	0.254297	0.0319823	0.0311663	0.119572	0.000127448	3.67501e-05	-0.000292246	
8570	0.60016	0.689035	-1.26562	0.0632271	-0.138971	0.256914	0.0318896	0.031255	0.119371	0.000326113	-0.000173779	-0.000172489	
8818	0.600021	0.69004	-1.26591	0.0618499	-0.135416	0.25901	0.0318485	0.0311709	0.119254	0.00070563	-2.6844e-06	-9.20926e-05	
9067	0.600195	0.689441	-1.26599	0.0619345	-0.134388	0.255152	0.0318473	0.0310588	0.119127	0.000197461	-2.35093e-05	4.21705e-05	
9318	0.599648	0.689848	-1.26626	0.0665465	-0.132802	0.257141	0.0318231	0.030866	0.119032	5.04438e-05	0.000131811	0.000257157	
9568	0.600084	0.689853	-1.266	0.0611733	-0.133309	0.254504	0.0318157	0.0308715	0.118917	0.000190394	0.000193509	-0.000323546	
9818	0.600155	0.690466	-1.26612	0.0674265	-0.131129	0.25537	0.0317002	0.0307349	0.118729	0.000111618	0.000388615	-0.000411371	
10068	0.599821	0.688779	-1.26617	0.0591826	-0.131061	0.255112	0.0317832	0.0307182	0.118533	0.000437588	-0.000570411	-0.000126181	
10318	0.599792	0.688755	-1.26589	0.0608927	-0.130096	0.257765	0.0318493	0.0306231	0.11835	0.000264306	-0.000287045	-0.000479545	
10567	0.60036	0.689324	-1.26589	0.0748006	-0.128359	0.259813	0.0319023	0.0304183	0.118192	-0.000129315	-9.73052e-05	0.000104347	
10818	0.600392	0.689796	-1.26597	0.0639491	-0.126744	0.257834	0.0318951	0.030287	0.118073	4.36844e-05	-9.15021e-05	-0.000137523	
11068	0.600485	0.691153	-1.26612	0.0602162	-0.138852	0.255756	0.0317144	0.030129	0.117793	-0.00101839	-0.000646311	-0.00109846	
11317	0.598245	0.688375	-1.26419	0.0727738	-0.142002	0.256587	0.0309241	0.029505	0.118088	-0.000523229	-0.00141893	0.00335194	
11568	0.598511	0.687224	-1.26391	0.077071	-0.134478	0.253838	0.0300138	0.0288189	0.118256	9.80945e-06	7.0072e-05	3.94796e-05	
11818	0.597829	0.689438	-1.25791	0.0710335	-0.123447	0.240241	0.0295997	0.028444	0.117735	-0.00165498	-0.000624755	-0.00367227	
