MS	x	y	z	vx	vy	vz	rx	py	yz	rx_dot	py_dot	yz_dot	
5126	0.244372	-0.170468	-1.53466	-1.50627e-06	2.5783e-06	1.72939e-06	0.0265026	0.040774	0.0531747	-6.5569e-05	-0.00096774	-0.00161916	
5146	0.244372	-0.170468	-1.53466	-1.50627e-06	2.5783e-06	1.72939e-06	0.0265026	0.040774	0.0531747	-6.5569e-05	-0.00096774	-0.00161916	
5179	0.244372	-0.170468	-1.53466	-1.50627e-06	2.5783e-06	1.72939e-06	0.0265026	0.040774	0.0531747	-6.5569e-05	-0.00096774	-0.00161916	
5212	0.244372	-0.170468	-1.53466	-1.50627e-06	2.5783e-06	1.72939e-06	0.0265026	0.040774	0.0531747	-6.5569e-05	-0.00096774	-0.00161916	
5246	0.244372	-0.170468	-1.53466	-1.50627e-06	2.5783e-06	1.72939e-06	0.0265026	0.040774	0.0531747	-6.5569e-05	-0.00096774	-0.00161916	
5279	0.244372	-0.170468	-1.53466	-1.50627e-06	2.5783e-06	1.72939e-06	0.0265026	0.040774	0.0531747	-6.5569e-05	-0.00096774	-0.00161916	
5312	0.244372	-0.170468	-1.53466	-1.50627e-06	2.5783e-06	1.72939e-06	0.0265026	0.040774	0.0531747	-6.5569e-05	-0.00096774	-0.00161916	
5346	0.244372	-0.170468	-1.53466	-1.50627e-06	2.5783e-06	1.72939e-06	0.0265026	0.040774	0.0531747	-6.5569e-05	-0.00096774	-0.00161916	
5396	0.243999	-0.16987	-1.534	-0.000181546	0.000312514	0.000433639	0.0266628	0.0407679	0.053032	-0.0445938	-0.350093	-0.283307	
5412	0.243999	-0.16987	-1.534	-0.000181546	0.000312514	0.000433639	0.0266628	0.0407679	0.053032	-0.0445938	-0.350093	-0.283307	
5447	0.243999	-0.16987	-1.534	-0.000181546	0.000312514	0.000433639	0.0266628	0.0407679	0.053032	-0.0445938	-0.350093	-0.283307	
5479	0.243999	-0.16987	-1.534	-0.000181546	0.000312514	0.000433639	0.0266628	0.0407679	0.053032	-0.0445938	-0.350093	-0.283307	
5514	0.243999	-0.16987	-1.534	-0.000181546	0.000312514	0.000433639	0.0266628	0.0407679	0.053032	-0.0445938	-0.350093	-0.283307	
5546	0.243999	-0.16987	-1.534	-0.000181546	0.000312514	0.000433639	0.0266628	0.0407679	0.053032	-0.0445938	-0.350093	-0.283307	
5579	0.243999	-0.16987	-1.534	-0.000181546	0.000312514	0.000433639	0.0266628	0.0407679	0.053032	-0.0445938	-0.350093	-0.283307	
5625	0.243896	-0.170653	-1.52936	-0.000405339	-0.000298335	0.00540945	0.0265541	0.040673	0.0528897	-0.0684317	-0.618139	-0.454577	
5646	0.243896	-0.170653	-1.52936	-0.000405339	-0.000298335	0.00540945	0.0265541	0.040673	0.0528897	-0.0684317	-0.618139	-0.454577	
5679	0.243896	-0.170653	-1.52936	-0.000405339	-0.000298335	0.00540945	0.0265541	0.040673	0.0528897	-0.0684317	-0.618139	-0.454577	
5712	0.243896	-0.170653	-1.52936	-0.000405339	-0.000298335	0.00540945	0.0265541	0.040673	0.0528897	-0.0684317	-0.618139	-0.454577	
5746	0.243896	-0.170653	-1.52936	-0.000405339	-0.000298335	0.00540945	0.0265541	0.040673	0.0528897	-0.0684317	-0.618139	-0.454577	
5783	0.243896	-0.170653	-1.52936	-0.000405339	-0.000298335	0.00540945	0.0265541	0.040673	0.0528897	-0.0684317	-0.618139	-0.454577	
5812	0.243896	-0.170653	-1.52936	-0.000405339	-0.000298335	0.00540945	0.0265541	0.040673	0.0528897	-0.0684317	-0.618139	-0.454577	
5849	0.243896	-0.170653	-1.52936	-0.000405339	-0.000298335	0.00540945	0.0265541	0.040673	0.0528897	-0.0684317	-0.618139	-0.454577	
5903	0.246649	-0.172804	-1.53187	0.00245949	-0.00274316	0.0018843	0.0264696	0.0410334	0.0528753	-0.0829986	-0.7863	-0.491254	
5913	0.246649	-0.172804	-1.53187	0.00245949	-0.00274316	0.0018843	0.0264696	0.0410334	0.0528753	-0.0829986	-0.7863	-0.491254	
5946	0.246649	-0.172804	-1.53187	0.00245949	-0.00274316	0.0018843	0.0264696	0.0410334	0.0528753	-0.0829986	-0.7863	-0.491254	
5979	0.246649	-0.172804	-1.53187	0.00245949	-0.00274316	0.0018843	0.0264696	0.0410334	0.0528753	-0.0829986	-0.7863	-0.491254	
6012	0.246649	-0.172804	-1.53187	0.00245949	-0.00274316	0.0018843	0.0264696	0.0410334	0.0528753	-0.0829986	-0.7863	-0.491254	
6054	0.246649	-0.172804	-1.53187	0.00245949	-0.00274316	0.0018843	0.0264696	0.0410334	0.0528753	-0.0829986	-0.7863	-0.491254	
6086	0.246649	-0.172804	-1.53187	0.00245949	-0.00274316	0.0018843	0.0264696	0.0410334	0.0528753	-0.0829986	-0.7863	-0.491254	
6129	0.243505	-0.172203	-1.53288	-0.005921	0.000321987	-0.00288768	0.0262464	0.0406639	0.0528024	-0.0978076	-0.909932	-0.510579	
6146	0.243505	-0.172203	-1.53288	-0.005921	0.000321987	-0.00288768	0.0262464	0.0406639	0.0528024	-0.0978076	-0.909932	-0.510579	
6181	0.243505	-0.172203	-1.53288	-0.005921	0.000321987	-0.00288768	0.0262464	0.0406639	0.0528024	-0.0978076	-0.909932	-0.510579	
6212	0.243505	-0.172203	-1.53288	-0.005921	0.000321987	-0.00288768	0.0262464	0.0406639	0.0528024	-0.0978076	-0.909932	-0.510579	
6246	0.243505	-0.172203	-1.53288	-0.005921	0.000321987	-0.00288768	0.0262464	0.0406639	0.0528024	-0.0978076	-0.909932	-0.510579	
6279	0.243505	-0.172203	-1.53288	-0.005921	0.000321987	-0.00288768	0.0262464	0.0406639	0.0528024	-0.0978076	-0.909932	-0.510579	
6317	0.243505	-0.172203	-1.53288	-0.005921	0.000321987	-0.00288768	0.0262464	0.0406639	0.0528024	-0.0978076	-0.909932	-0.510579	
6346	0.243505	-0.172203	-1.53288	-0.005921	0.000321987	-0.00288768	0.0262464	0.0406639	0.0528024	-0.0978076	-0.909932	-0.510579	
6401	0.244877	-0.174842	-1.53227	-0.00235627	-0.00285132	-0.000323775	0.0261294	0.0404611	0.0527277	-0.0991499	-0.928154	-0.510728	
6412	0.244877	-0.174842	-1.53227	-0.00235627	-0.00285132	-0.000323775	0.0261294	0.0404611	0.0527277	-0.0991499	-0.928154	-0.510728	
6446	0.244877	-0.174842	-1.53227	-0.00235627	-0.00285132	-0.000323775	0.0261294	0.0404611	0.0527277	-0.0991499	-0.928154	-0.510728	
6479	0.244877	-0.174842	-1.53227	-0.00235627	-0.00285132	-0.000323775	0.0261294	0.0404611	0.0527277	-0.0991499	-0.928154	-0.510728	
6512	0.244877	-0.174842	-1.53227	-0.00235627	-0.00285132	-0.000323775	0.0261294	0.0404611	0.0527277	-0.0991499	-0.928154	-0.510728	
6546	0.244877	-0.174842	-1.53227	-0.00235627	-0.00285132	-0.000323775	0.0261294	0.0404611	0.0527277	-0.0991499	-0.928154	-0.510728	
6579	0.244877	-0.174842	-1.53227	-0.00235627	-0.00285132	-0.000323775	0.0261294	0.0404611	0.0527277	-0.0991499	-0.928154	-0.510728	
6626	0.242923	-0.175137	-1.53148	-0.00391433	-0.00226755	0.00062492	0.0260242	0.0401962	0.0527065	-0.0977765	-0.921258	-0.509223	
6646	0.242923	-0.175137	-1.53148	-0.00391433	-0.00226755	0.00062492	0.0260242	0.0401962	0.0527065	-0.0977765	-0.921258	-0.509223	
6679	0.242923	-0.175137	-1.53148	-0.00391433	-0.00226755	0.00062492	0.0260242	0.0401962	0.0527065	-0.0977765	-0.921258	-0.509223	
6712	0.242923	-0.175137	-1.53148	-0.00391433	-0.00226755	0.00062492	0.0260242	0.0401962	0.0527065	-0.0977765	-0.921258	-0.509223	
6746	0.242923	-0.175137	-1.53148	-0.00391433	-0.00226755	0.00062492	0.0260242	0.0401962	0.0527065	-0.0977765	-0.921258	-0.509223	
6779	0.242923	-0.175137	-1.53148	-0.00391433	-0.00226755	0.00062492	0.0260242	0.0401962	0.0527065	-0.0977765	-0.921258	-0.509223	
6813	0.242923	-0.175137	-1.53148	-0.00391433	-0.00226755	0.00062492	0.0260242	0.0401962	0.0527065	-0.0977765	-0.921258	-0.509223	
6847	0.242923	-0.175137	-1.53148	-0.00391433	-0.00226755	0.00062492	0.0260242	0.0401962	0.0527065	-0.0977765	-0.921258	-0.509223	
6893	0.24265	-0.174188	-1.53182	-0.00297057	-0.000396317	5.12317e-05	0.0260922	0.0397177	0.0526562	-0.0971574	-0.928465	-0.514756	
6916	0.24265	-0.174188	-1.53182	-0.00297057	-0.000396317	5.12317e-05	0.0260922	0.0397177	0.0526562	-0.0971574	-0.928465	-0.514756	
6946	0.24265	-0.174188	-1.53182	-0.00297057	-0.000396317	5.12317e-05	0.0260922	0.0397177	0.0526562	-0.0971574	-0.928465	-0.514756	
6979	0.24265	-0.174188	-1.53182	-0.00297057	-0.000396317	5.12317e-05	0.0260922	0.0397177	0.0526562	-0.0971574	-0.928465	-0.514756	
7012	0.24265	-0.174188	-1.53182	-0.00297057	-0.000396317	5.12317e-05	0.0260922	0.0397177	0.0526562	-0.0971574	-0.928465	-0.514756	
7054	0.24265	-0.174188	-1.53182	-0.00297057	-0.000396317	5.12317e-05	0.0260922	0.0397177	0.0526562	-0.0971574	-0.928465	-0.514756	
7080	0.24265	-0.174188	-1.53182	-0.00297057	-0.000396317	5.12317e-05	0.0260922	0.0397177	0.0526562	-0.0971574	-0.928465	-0.514756	
7133	0.240572	-0.174186	-1.52895	-0.0049655	-2.62422e-05	0.00328324	0.0262911	0.0391325	0.0525049	-0.0976297	-0.929336	-0.510381	
7146	0.240572	-0.174186	-1.52895	-0.0049655	-2.62422e-05	0.00328324	0.0262911	0.0391325	0.0525049	-0.0976297	-0.929336	-0.510381	
7180	0.240572	-0.174186	-1.52895	-0.0049655	-2.62422e-05	0.00328324	0.0262911	0.0391325	0.0525049	-0.0976297	-0.929336	-0.510381	
7212	0.240572	-0.174186	-1.52895	-0.0049655	-2.62422e-05	0.00328324	0.0262911	0.0391325	0.0525049	-0.0976297	-0.929336	-0.510381	
7246	0.240572	-0.174186	-1.52895	-0.0049655	-2.62422e-05	0.00328324	0.0262911	0.0391325	0.0525049	-0.0976297	-0.929336	-0.510381	
7281	0.240572	-0.174186	-1.52895	-0.0049655	-2.62422e-05	0.00328324	0.0262911	0.0391325	0.0525049	-0.0976297	-0.929336	-0.510381	
7312	0.240572	-0.174186	-1.52895	-0.0049655	-2.62422e-05	0.00328324	0.0262911	0.0391325	0.0525049	-0.0976297	-0.929336	-0.510381	
7346	0.240572	-0.174186	-1.52895	-0.0049655	-2.62422e-05	0.00328324	0.0262911	0.0391325	0.0525049	-0.0976297	-0.929336	-0.510381	
7396	0.242334	-0.172998	-1.5309	-0.00089865	0.00134239	0.000100402	0.0265293	0.0396373	0.0523536	-0.0973018	-0.930219	-0.508212	
7412	0.242334	-0.172998	-1.5309	-0.00089865	0.00134239	0.000100402	0.0265293	0.0396373	0.0523536	-0.0973018	-0.930219	-0.508212	
7446	0.242334	-0.172998	-1.5309	-0.00089865	0.00134239	0.000100402	0.0265293	0.0396373	0.0523536	-0.0973018	-0.930219	-0.508212	
7479	0.242334	-0.172998	-1.5309	-0.00089865	0.00134239	0.000100402	0.0265293	0.0396373	0.0523536	-0.0973018	-0.930219	-0.508212	
7512	0.242334	-0.172998	-1.5309	-0.00089865	0.00134239	0.000100402	0.0265293	0.0396373	0.0523536	-0.0973018	-0.930219	-0.508212	
7546	0.242334	-0.172998	-1.5309	-0.00089865	0.00134239	0.000100402	0.0265293	0.0396373	0.0523536	-0.0973018	-0.930219	-0.508212	
7585	0.242334	-0.172998	-1.5309	-0.00089865	0.00134239	0.000100402	0.0265293	0.0396373	0.0523536	-0.0973018	-0.930219	-0.508212	
7625	0.242436	-0.176645	-1.53332	-0.000543476	-0.00349895	-0.0030366	0.0266349	0.0393202	0.0522921	-0.0996271	-0.93543	-0.509356	
7646	0.242436	-0.176645	-1.53332	-0.000543476	-0.00349895	-0.0030366	0.0266349	0.0393202	0.0522921	-0.0996271	-0.93543	-0.509356	
7679	0.242436	-0.176645	-1.53332	-0.000543476	-0.00349895	-0.0030366	0.0266349	0.0393202	0.0522921	-0.0996271	-0.93543	-0.509356	
7712	0.242436	-0.176645	-1.53332	-0.000543476	-0.00349895	-0.0030366	0.0266349	0.0393202	0.0522921	-0.0996271	-0.93543	-0.509356	
7747	0.242436	-0.176645	-1.53332	-0.000543476	-0.00349895	-0.0030366	0.0266349	0.0393202	0.0522921	-0.0996271	-0.93543	-0.509356	
7779	0.242436	-0.176645	-1.53332	-0.000543476	-0.00349895	-0.0030366	0.0266349	0.0393202	0.0522921	-0.0996271	-0.93543	-0.509356	
7817	0.242436	-0.176645	-1.53332	-0.000543476	-0.00349895	-0.0030366	0.0266349	0.0393202	0.0522921	-0.0996271	-0.93543	-0.509356	
7846	0.242436	-0.176645	-1.53332	-0.000543476	-0.00349895	-0.0030366	0.0266349	0.0393202	0.0522921	-0.0996271	-0.93543	-0.509356	
7895	0.242882	-0.175843	-1.53396	0.000347488	-0.000760325	-0.0028474	0.0266364	0.0393725	0.0521568	-0.0999682	-0.932253	-0.506693	
7912	0.242882	-0.175843	-1.53396	0.000347488	-0.000760325	-0.0028474	0.0266364	0.0393725	0.0521568	-0.0999682	-0.932253	-0.506693	
7946	0.242882	-0.175843	-1.53396	0.000347488	-0.000760325	-0.0028474	0.0266364	0.0393725	0.0521568	-0.0999682	-0.932253	-0.506693	
7979	0.242882	-0.175843	-1.53396	0.000347488	-0.000760325	-0.0028474	0.0266364	0.0393725	0.0521568	-0.0999682	-0.932253	-0.506693	
8030	0.242882	-0.175843	-1.53396	0.000347488	-0.000760325	-0.0028474	0.0266364	0.0393725	0.0521568	-0.0999682	-0.932253	-0.506693	
8048	0.242882	-0.175843	-1.53396	0.000347488	-0.000760325	-0.0028474	0.0266364	0.0393725	0.0521568	-0.0999682	-0.932253	-0.506693	
8079	0.242882	-0.175843	-1.53396	0.000347488	-0.000760325	-0.0028474	0.0266364	0.0393725	0.0521568	-0.0999682	-0.932253	-0.506693	
8130	0.244419	-0.176196	-1.53317	0.00193721	-0.00104272	-0.000241429	0.0264279	0.0383308	0.0520012	-0.102187	-0.944474	-0.502654	
8146	0.244419	-0.176196	-1.53317	0.00193721	-0.00104272	-0.000241429	0.0264279	0.0383308	0.0520012	-0.102187	-0.944474	-0.502654	
8179	0.244419	-0.176196	-1.53317	0.00193721	-0.00104272	-0.000241429	0.0264279	0.0383308	0.0520012	-0.102187	-0.944474	-0.502654	
8212	0.244419	-0.176196	-1.53317	0.00193721	-0.00104272	-0.000241429	0.0264279	0.0383308	0.0520012	-0.102187	-0.944474	-0.502654	
8247	0.244419	-0.176196	-1.53317	0.00193721	-0.00104272	-0.000241429	0.0264279	0.0383308	0.0520012	-0.102187	-0.944474	-0.502654	
8279	0.244419	-0.176196	-1.53317	0.00193721	-0.00104272	-0.000241429	0.0264279	0.0383308	0.0520012	-0.102187	-0.944474	-0.502654	
8313	0.244419	-0.176196	-1.53317	0.00193721	-0.00104272	-0.000241429	0.0264279	0.0383308	0.0520012	-0.102187	-0.944474	-0.502654	
8346	0.244419	-0.176196	-1.53317	0.00193721	-0.00104272	-0.000241429	0.0264279	0.0383308	0.0520012	-0.102187	-0.944474	-0.502654	
8390	0.243438	-0.169707	-1.53323	0.000512537	0.00787172	-0.000525943	0.0263545	0.0402914	0.0519014	-0.101622	-0.940271	-0.508294	
8416	0.243438	-0.169707	-1.53323	0.000512537	0.00787172	-0.000525943	0.0263545	0.0402914	0.0519014	-0.101622	-0.940271	-0.508294	
