MS	x	y	z	vx	vy	vz	rx	py	yz	rx_dot	py_dot	yz_dot	
4854	0.245644	-0.171845	-1.5357	0.978577	-0.69138	-6.1468	0.00799738	-0.201898	-0.0823897	0.0279895	-0.81159	-0.333559	
5103	0.244354	-0.170409	-1.53462	-0.00516146	0.00574398	0.00430822	0.00779289	-0.201563	-0.0824426	-0.000817968	0.00133878	-0.000211447	
5353	0.243988	-0.169862	-1.534	-0.0014627	0.00218874	0.00250721	0.00762128	-0.20163	-0.0825141	-0.000686446	-0.000267684	-0.000286251	
5603	0.243895	-0.170672	-1.52921	-0.000372648	-0.0032385	0.0191498	0.00720654	-0.201967	-0.0824398	-0.00165897	-0.00134939	0.000297308	
5855	0.246649	-0.172804	-1.53187	0.0110145	-0.00852919	-0.0106363	0.00746411	-0.201968	-0.0822619	0.00103029	-3.39746e-06	0.00071162	
6104	0.243459	-0.172185	-1.53288	-0.0127585	0.00247616	-0.00406933	0.0073994	-0.201949	-0.0824763	-0.000258842	7.49826e-05	-0.000857502	
6353	0.24493	-0.17493	-1.53226	0.00588179	-0.0109803	0.00250006	0.00742889	-0.201809	-0.0822805	0.000117984	0.000562072	0.000783175	
6603	0.242888	-0.175132	-1.53145	-0.00816613	-0.000807047	0.00325298	0.00726262	-0.201768	-0.0824652	-0.000665089	0.000164747	-0.000739127	
6853	0.242654	-0.174159	-1.53183	-0.000936866	0.00389111	-0.00154161	0.00737581	-0.202055	-0.0824768	0.000452748	-0.00114959	-4.6134e-05	
7104	0.240548	-0.174185	-1.52889	-0.00842196	-0.000105739	0.0117574	0.00709363	-0.201966	-0.0826486	-0.00112872	0.000356734	-0.00068745	
7354	0.242369	-0.172947	-1.53098	0.00728405	0.00495452	-0.00833941	0.00732613	-0.202088	-0.0825493	0.000930013	-0.000489175	0.000397265	
7604	0.242439	-0.17667	-1.53334	0.000279486	-0.0148914	-0.0094552	0.00740296	-0.202039	-0.0825848	0.000307316	0.000195563	-0.000142008	
7854	0.242895	-0.175834	-1.53395	0.00182182	0.0033415	-0.00245619	0.00753125	-0.201799	-0.0825105	0.000513151	0.0009619	0.000297457	
8104	0.24445	-0.176201	-1.53316	0.00622123	-0.00146753	0.00316763	0.00755808	-0.201625	-0.0823738	0.00010732	0.000692904	0.000546515	
