MS	x	y	z	vx	vy	vz	rx	py	yz	rx_dot	py_dot	yz_dot	
4258	0.520074	0.510861	-1.15557	-0.000227613	-7.04771e-05	0	0.0317257	0.0324369	-0.031093	2.0763	2.03944	-4.62628	
4507	0.516465	0.510979	-1.15272	-0.00039763	-0.000225936	0	0.0317245	0.0323647	-0.0311684	1.93896	1.91417	-4.4865	
4758	0.517469	0.511629	-1.15466	-0.000326654	-0.000241704	0	0.0317187	0.0326084	-0.0312749	1.94298	1.91706	-4.49399	
5008	0.516968	0.511119	-1.15417	-0.000259208	-0.000228326	0	0.0316182	0.0325842	-0.0313383	1.941	1.91404	-4.4916	
5257	0.516385	0.508706	-1.1546	-0.000523701	-0.000230093	0	0.0316037	0.0328719	-0.0314959	1.93907	1.90449	-4.49305	
5508	0.518853	0.511482	-1.1551	-0.000412256	-0.000320798	0	0.0315503	0.033001	-0.0316861	1.949	1.91444	-4.49442	
5758	0.519369	0.514238	-1.15599	-0.000242143	-0.000173563	0	0.0315524	0.0329124	-0.0317709	1.95127	1.92495	-4.4972	
6009	0.519468	0.512156	-1.15491	-0.000450313	-0.000249497	0	0.031619	0.0328613	-0.0318986	1.95166	1.91698	-4.49255	
6257	0.519173	0.510876	-1.1534	-0.000387306	-0.000190084	0	0.0316195	0.0328967	-0.0320898	1.95022	1.91206	-4.48601	
6510	0.520245	0.514666	-1.15487	-0.000334084	-0.000163153	0	0.0316554	0.0327588	-0.032231	1.9545	1.92708	-4.49113	
6760	0.525241	0.511106	-1.15691	-0.000342425	-0.000194319	0	0.0317379	0.0324938	-0.0323652	1.97434	1.91339	-4.49873	
7013	0.52156	0.510994	-1.15664	-0.00028638	-0.00011567	0	0.0317689	0.0324884	-0.032554	1.95929	1.914	-4.49709	
7258	0.521211	0.51163	-1.15674	-0.000393839	-0.000164642	0	0.0311285	0.0323902	-0.0327585	1.95777	1.91657	-4.49673	
7509	0.52042	0.511193	-1.15682	-0.000340706	-0.000179672	0	0.0317657	0.0322177	-0.0329318	1.95717	1.91521	-4.49624	
7757	0.521218	0.511362	-1.15695	-0.000319802	-0.00020948	0	0.0318687	0.0320146	-0.0330649	1.95781	1.91658	-4.49607	
8008	0.52098	0.51191	-1.15692	-0.000357565	-0.000176763	0	0.0318868	0.0317333	-0.0331862	1.95645	1.91958	-4.49544	
8258	0.520973	0.509148	-1.15651	-0.000316255	-0.000228516	0	0.0318655	0.0314662	-0.0332904	1.95634	1.90966	-4.4933	
