MS	x	y	z	vx	vy	vz	rx	py	yz	rx_dot	py_dot	yz_dot	
5323	0.0974622	0.41358	0.447634	0.177682	1.75847	1.71866	0.0443237	0.0238055	-0.101762	0.0348196	-0.403984	1.26851	
5336	0.0974622	0.41358	0.447634	0.177682	1.75847	1.71866	0.0443237	0.0238055	-0.101762	0.0348196	-0.403984	1.26851	
5370	0.0974622	0.41358	0.447634	0.177682	1.75847	1.71866	0.0443237	0.0238055	-0.101762	0.0348196	-0.403984	1.26851	
5403	0.0974622	0.41358	0.447634	0.177682	1.75847	1.71866	0.0443237	0.0238055	-0.101762	0.0348196	-0.403984	1.26851	
5436	0.0974622	0.41358	0.447634	0.177682	1.75847	1.71866	0.0443237	0.0238055	-0.101762	0.0348196	-0.403984	1.26851	
5470	0.0974622	0.41358	0.447634	0.177682	1.75847	1.71866	0.0443237	0.0238055	-0.101762	0.0348196	-0.403984	1.26851	
5503	0.0974622	0.41358	0.447634	0.177682	1.75847	1.71866	0.0443237	0.0238055	-0.101762	0.0348196	-0.403984	1.26851	
5537	0.0974622	0.41358	0.447634	0.177682	1.75847	1.71866	0.0443237	0.0238055	-0.101762	0.0348196	-0.403984	1.26851	
5591	0.0973197	0.413914	0.44756	0.0353977	0.610204	0.229747	0.0442619	0.0240077	-0.101872	0.033472	-0.415209	1.27678	
5603	0.0973197	0.413914	0.44756	0.0353977	0.610204	0.229747	0.0442619	0.0240077	-0.101872	0.033472	-0.415209	1.27678	
5636	0.0973197	0.413914	0.44756	0.0353977	0.610204	0.229747	0.0442619	0.0240077	-0.101872	0.033472	-0.415209	1.27678	
5670	0.0973197	0.413914	0.44756	0.0353977	0.610204	0.229747	0.0442619	0.0240077	-0.101872	0.033472	-0.415209	1.27678	
5703	0.0973197	0.413914	0.44756	0.0353977	0.610204	0.229747	0.0442619	0.0240077	-0.101872	0.033472	-0.415209	1.27678	
5736	0.0973197	0.413914	0.44756	0.0353977	0.610204	0.229747	0.0442619	0.0240077	-0.101872	0.033472	-0.415209	1.27678	
5769	0.0973197	0.413914	0.44756	0.0353977	0.610204	0.229747	0.0442619	0.0240077	-0.101872	0.033472	-0.415209	1.27678	
5828	0.0975587	0.41552	0.447575	0.00241977	0.287062	0.0254978	0.0444651	0.0233598	-0.101703	0.0324163	-0.406425	1.26497	
5836	0.0975587	0.41552	0.447575	0.00241977	0.287062	0.0254978	0.0444651	0.0233598	-0.101703	0.0324163	-0.406425	1.26497	
5870	0.0975587	0.41552	0.447575	0.00241977	0.287062	0.0254978	0.0444651	0.0233598	-0.101703	0.0324163	-0.406425	1.26497	
5903	0.0975587	0.41552	0.447575	0.00241977	0.287062	0.0254978	0.0444651	0.0233598	-0.101703	0.0324163	-0.406425	1.26497	
5936	0.0975587	0.41552	0.447575	0.00241977	0.287062	0.0254978	0.0444651	0.0233598	-0.101703	0.0324163	-0.406425	1.26497	
5970	0.0975587	0.41552	0.447575	0.00241977	0.287062	0.0254978	0.0444651	0.0233598	-0.101703	0.0324163	-0.406425	1.26497	
6003	0.0975587	0.41552	0.447575	0.00241977	0.287062	0.0254978	0.0444651	0.0233598	-0.101703	0.0324163	-0.406425	1.26497	
6045	0.0975587	0.41552	0.447575	0.00241977	0.287062	0.0254978	0.0444651	0.0233598	-0.101703	0.0324163	-0.406425	1.26497	
6093	0.0973321	0.413888	0.44751	-0.00406983	0.18032	0.000334199	0.0446777	0.0234302	-0.101815	0.0318387	-0.401826	1.25677	
6103	0.0973321	0.413888	0.44751	-0.00406983	0.18032	0.000334199	0.0446777	0.0234302	-0.101815	0.0318387	-0.401826	1.25677	
6140	0.0973321	0.413888	0.44751	-0.00406983	0.18032	0.000334199	0.0446777	0.0234302	-0.101815	0.0318387	-0.401826	1.25677	
6169	0.0973321	0.413888	0.44751	-0.00406983	0.18032	0.000334199	0.0446777	0.0234302	-0.101815	0.0318387	-0.401826	1.25677	
6203	0.0973321	0.413888	0.44751	-0.00406983	0.18032	0.000334199	0.0446777	0.0234302	-0.101815	0.0318387	-0.401826	1.25677	
6236	0.0973321	0.413888	0.44751	-0.00406983	0.18032	0.000334199	0.0446777	0.0234302	-0.101815	0.0318387	-0.401826	1.25677	
6269	0.0973321	0.413888	0.44751	-0.00406983	0.18032	0.000334199	0.0446777	0.0234302	-0.101815	0.0318387	-0.401826	1.25677	
6322	0.0974344	0.413503	0.447576	-0.00352482	0.0735587	-0.00202659	0.0448571	0.0228951	-0.101696	0.0308341	-0.402224	1.27468	
6336	0.0974344	0.413503	0.447576	-0.00352482	0.0735587	-0.00202659	0.0448571	0.0228951	-0.101696	0.0308341	-0.402224	1.27468	
6369	0.0974344	0.413503	0.447576	-0.00352482	0.0735587	-0.00202659	0.0448571	0.0228951	-0.101696	0.0308341	-0.402224	1.27468	
6403	0.0974344	0.413503	0.447576	-0.00352482	0.0735587	-0.00202659	0.0448571	0.0228951	-0.101696	0.0308341	-0.402224	1.27468	
6436	0.0974344	0.413503	0.447576	-0.00352482	0.0735587	-0.00202659	0.0448571	0.0228951	-0.101696	0.0308341	-0.402224	1.27468	
6469	0.0974344	0.413503	0.447576	-0.00352482	0.0735587	-0.00202659	0.0448571	0.0228951	-0.101696	0.0308341	-0.402224	1.27468	
6503	0.0974344	0.413503	0.447576	-0.00352482	0.0735587	-0.00202659	0.0448571	0.0228951	-0.101696	0.0308341	-0.402224	1.27468	
6536	0.0974344	0.413503	0.447576	-0.00352482	0.0735587	-0.00202659	0.0448571	0.0228951	-0.101696	0.0308341	-0.402224	1.27468	
6598	0.097288	0.414252	0.447498	-0.00292977	0.0374694	-0.00192742	0.04496	0.0227983	-0.101789	0.0310751	-0.403362	1.27518	
6635	0.097288	0.414252	0.447498	-0.00292977	0.0374694	-0.00192742	0.04496	0.0227983	-0.101789	0.0310751	-0.403362	1.27518	
6675	0.097288	0.414252	0.447498	-0.00292977	0.0374694	-0.00192742	0.04496	0.0227983	-0.101789	0.0310751	-0.403362	1.27518	
6675	0.097288	0.414252	0.447498	-0.00292977	0.0374694	-0.00192742	0.04496	0.0227983	-0.101789	0.0310751	-0.403362	1.27518	
