MS	x	y	z	vx	vy	vz	rx	py	yz	rx_dot	py_dot	yz_dot	
7131	0.217629	0.520202	-1.3934	0.866515	2.07681	-5.57759	0.0124126	-0.192661	-0.0281067	0.0456504	-0.774644	-0.116427	
7381	0.217698	0.520143	-1.39343	0.000279248	-0.000236034	-0.000117779	0.0124231	-0.192668	-0.0280824	4.20287e-05	-2.89679e-05	9.71034e-05	
7632	0.217657	0.520132	-1.39352	-0.000165641	-4.22001e-05	-0.000384808	0.0124342	-0.192461	-0.0281253	4.45507e-05	0.000828266	-0.000171587	
7881	0.217556	0.52087	-1.39362	-0.000405848	0.00295329	-0.000386715	0.0124681	-0.192597	-0.0281696	0.00013556	-0.000545144	-0.000177264	
8131	0.217446	0.520876	-1.39364	-0.000436902	2.12193e-05	-9.87053e-05	0.0124902	-0.192659	-0.0282026	8.82186e-05	-0.000245094	-0.000131764	
8381	0.217582	0.519862	-1.39345	0.000544012	-0.00405502	0.000775814	0.0124195	-0.192774	-0.0281168	-0.000282962	-0.00046128	0.000343166	
8631	0.217624	0.520245	-1.39345	0.000165224	0.00153065	6.67572e-06	0.0124447	-0.192664	-0.0281362	0.000101019	0.000441074	-7.77543e-05	
8881	0.217496	0.520698	-1.3936	-0.000508606	0.00181532	-0.000605106	0.0124534	-0.19264	-0.0282161	3.4906e-05	9.57251e-05	-0.000319488	
9131	0.217569	0.520548	-1.39369	0.000288725	-0.000601768	-0.000346661	0.0124987	-0.192756	-0.0282104	0.000181168	-0.000465035	2.28733e-05	
9382	0.217456	0.520518	-1.39369	-0.000449538	-0.000120163	-3.14713e-05	0.0124657	-0.192777	-0.028205	-0.000132065	-8.23736e-05	2.17333e-05	
9631	0.217518	0.520702	-1.39368	0.000245869	0.00073719	6.96182e-05	0.0123817	-0.192317	-0.0281011	-0.00033614	0.00183773	0.000415407	
9882	0.217517	0.520124	-1.39358	-2.6226e-06	-0.00231242	0.000370026	0.012421	-0.19254	-0.0281864	0.000157159	-0.000891089	-0.000340998	
10131	0.217413	0.519606	-1.39359	-0.000417948	-0.00207067	-2.95639e-05	0.0124622	-0.192641	-0.0282161	0.000165001	-0.000404418	-0.000118852	
10382	0.217459	0.520467	-1.3936	0.000185072	0.00344372	-3.57628e-05	0.012447	-0.192784	-0.0282283	-6.09234e-05	-0.000571549	-4.89727e-05	
10632	0.217437	0.520871	-1.39359	-8.76784e-05	0.00161433	3.00407e-05	0.0124911	-0.192849	-0.028162	0.000176266	-0.000258625	0.000265092	
10881	0.217476	0.521488	-1.39372	0.000156403	0.00246859	-0.000508785	0.0125358	-0.192668	-0.0280725	0.00017909	0.000720799	0.000358276	
11131	0.21755	0.521325	-1.3938	0.000296891	-0.000653982	-0.000310421	0.0125903	-0.192666	-0.0280974	0.000217814	9.05991e-06	-9.96217e-05	
11386	0.21792	0.521469	-1.39371	0.00147849	0.00057745	0.000350475	0.0126455	-0.193045	-0.0283302	0.000220783	-0.00151604	-0.000931196	
11632	0.216701	0.518112	-1.39412	-0.00487411	-0.0134268	-0.0016222	0.012665	-0.193321	-0.0298838	7.83056e-05	-0.0011012	-0.00621454	
11881	0.216714	0.517437	-1.39477	5.10812e-05	-0.00270009	-0.00259686	0.0128349	-0.193193	-0.0306696	0.000679348	0.00051111	-0.0031431	
12132	0.216657	0.517985	-1.3945	-0.000228465	0.00218987	0.00105667	0.0132407	-0.193869	-0.0333547	0.00162346	-0.00270623	-0.0107406	
12381	0.216562	0.520915	-1.36718	-0.000381529	0.0117207	0.109292	0.00949193	-0.194655	-0.0360176	-0.0149953	-0.00314283	-0.0106516	
12632	0.21716	0.521534	-1.36057	0.0023948	0.00247598	0.0264482	0.00929014	-0.195289	-0.0381963	-0.000807144	-0.00253564	-0.00871494	
12882	0.216597	0.521191	-1.35999	-0.00225437	-0.00137115	0.00229836	0.0091892	-0.195587	-0.0404813	-0.000403769	-0.00119269	-0.0091399	
13132	0.229158	0.529262	-1.37901	0.0502439	0.0322838	-0.0760756	0.0158137	-0.198262	-0.0484218	0.0264979	-0.0106997	-0.031762	
13382	0.232625	0.510843	-1.40871	0.0138673	-0.0736771	-0.118815	0.0557799	-0.193486	-0.0609294	0.159865	0.0191059	-0.0500302	
13631	0.224623	0.459544	-0.558106	-0.032007	-0.205196	3.40243	0.0708653	-0.189226	-0.066841	0.0603417	0.0170391	-0.0236466	
13881	0.183793	0.381577	0.551988	-0.163319	-0.311866	4.44038	0.0266104	-0.188403	-0.0698172	-0.17702	0.00329167	-0.0119048	
14132	0.154129	0.313825	0.989284	-0.118657	-0.271008	1.74918	-0.0488434	-0.203795	-0.0716124	-0.301815	-0.06157	-0.00718087	
14381	0.110059	0.291025	1.29673	-0.17628	-0.0911995	1.22979	-0.0856519	-0.221771	-0.0695168	-0.147234	-0.0719036	0.00838253	
14631	0.140036	0.243588	1.3115	0.11991	-0.189748	0.059051	-0.0896587	-0.237492	-0.0624408	-0.0160269	-0.0628834	0.0283041	
14881	0.168005	0.236479	1.10858	0.111876	-0.028437	-0.81167	-0.0669513	-0.229391	-0.0704757	0.0908294	0.0324058	-0.0321397	
15131	0.162199	0.249808	1.08384	-0.0232264	0.0533169	-0.0989408	-0.0324835	-0.208863	-0.0787411	0.137871	0.08211	-0.0330614	
15381	0.166574	0.250637	1.08398	0.0174996	0.00331444	0.00053215	-0.0176231	-0.195594	-0.0814624	0.0594414	0.0530783	-0.0108853	
15632	0.172895	0.266302	1.09732	0.0252875	0.0626595	0.0533676	-0.017701	-0.19896	-0.0809239	-0.000311404	-0.0134638	0.00215405	
15882	0.178889	0.279685	1.09466	0.0239742	0.0535305	-0.0106411	-0.0150993	-0.204723	-0.0809287	0.0104067	-0.0230527	-1.92821e-05	
16131	0.167947	0.294082	1.09564	-0.0437699	0.0575908	0.00391483	-0.0173721	-0.205688	-0.0848878	-0.00909133	-0.00386286	-0.0158365	
16381	0.162866	0.312601	1.09546	-0.0203207	0.0740761	-0.000709534	-0.015847	-0.20521	-0.0870719	0.00610057	0.00191343	-0.00873637	
16631	0.154879	0.327752	1.0991	-0.0319498	0.0606016	0.0145702	-0.0161078	-0.204917	-0.0881518	-0.00104329	0.00117242	-0.00431964	
16882	0.153791	0.329569	1.10479	-0.0043506	0.00726807	0.0227423	-0.0191943	-0.207764	-0.0898294	-0.0123459	-0.0113872	-0.00671038	
17131	0.155915	0.343975	1.10252	0.00849676	0.0576267	-0.00906944	-0.0281549	-0.2147	-0.090654	-0.0358426	-0.0277449	-0.00329828	
17382	0.156238	0.349252	1.10083	0.00129199	0.0211058	-0.00675154	-0.0304681	-0.217038	-0.0910853	-0.00925273	-0.00935179	-0.0017252	
17632	0.160413	0.365258	1.12264	0.0166984	0.0640259	0.0872312	-0.0321685	-0.215095	-0.0913371	-0.00680159	0.00777364	-0.00100723	
17881	0.156771	0.373771	1.11792	-0.014568	0.0340502	-0.0188665	-0.0290749	-0.214147	-0.0915804	0.0123744	0.00379145	-0.000973314	
18131	0.155264	0.384552	1.11473	-0.00602752	0.0431234	-0.0127807	-0.0279859	-0.209701	-0.0926379	0.00435615	0.0177813	-0.00422969	
18381	0.16151	0.40769	1.11643	0.0249838	0.0925522	0.00682735	-0.0277194	-0.204682	-0.0926787	0.00106595	0.0200772	-0.000163376	
18632	0.162417	0.425698	1.12195	0.00362742	0.0720328	0.0220518	-0.0248265	-0.202416	-0.0919785	0.0115717	0.00906557	0.00280064	
18882	0.132832	0.447428	1.1232	-0.118339	0.0869219	0.00502348	-0.0217565	-0.202164	-0.0971565	0.0122798	0.00100505	-0.0207118	
19133	0.123575	0.461837	1.12448	-0.0370279	0.0576327	0.00512648	-0.0199968	-0.200176	-0.100147	0.00703885	0.00795352	-0.0119615	
19381	0.121386	0.477382	1.12438	-0.00875616	0.0621812	-0.000401497	-0.0217571	-0.200364	-0.103184	-0.0070412	-0.000750899	-0.0121475	
19631	0.121143	0.488436	1.12393	-0.000974745	0.0442173	-0.00182533	-0.0212776	-0.200995	-0.105208	0.00191809	-0.00252509	-0.00809506	
19882	0.121593	0.491513	1.12852	0.0018031	0.0123088	0.0183654	-0.0198518	-0.205245	-0.107079	0.00570305	-0.0169986	-0.00748459	
20132	0.121067	0.489089	1.12859	-0.00210458	-0.00969756	0.00026989	-0.0197314	-0.208099	-0.109802	0.000481673	-0.0114182	-0.010894	
20381	0.121235	0.488188	1.13203	0.000670433	-0.00360584	0.0137625	-0.0204629	-0.20909	-0.112589	-0.00292613	-0.00396299	-0.0111477	
20631	0.118866	0.493902	1.13791	-0.00947452	0.022856	0.0235443	-0.0236195	-0.208327	-0.113575	-0.0126263	0.00305343	-0.00394496	
20881	0.117992	0.490044	1.1373	-0.00349584	-0.0154319	-0.00246048	-0.0227327	-0.20575	-0.115448	0.00354725	0.0103069	-0.00749075	
21131	0.117254	0.485279	1.13761	-0.0029524	-0.0190568	0.00126648	-0.0244297	-0.20284	-0.118001	-0.00678813	0.0116389	-0.0102131	
21381	0.111934	0.482346	1.13486	-0.0212787	-0.0117338	-0.0110335	-0.0243884	-0.202127	-0.121077	0.000165403	0.00285143	-0.0123045	
21633	0.110597	0.477729	1.13308	-0.00535005	-0.018469	-0.00709152	-0.0239357	-0.199302	-0.124857	0.00181055	0.0113009	-0.0151181	
21884	0.111072	0.474536	1.13236	0.00190085	-0.0127703	-0.00288105	-0.0227033	-0.198721	-0.128007	0.00492992	0.00232464	-0.012599	
22133	0.110319	0.471511	1.13255	-0.00301105	-0.0121014	0.000730991	-0.0253085	-0.215004	-0.130517	-0.0104208	-0.0651305	-0.0100431	
22381	0.0820012	0.475474	1.18359	-0.113273	0.0158535	0.204183	-0.0272718	-0.235873	-0.133213	-0.00785349	-0.0834795	-0.010783	
22631	0.0752563	0.453648	1.18478	-0.0269793	-0.0873036	0.00473452	-0.0253087	-0.231037	-0.135967	0.00785233	0.0193443	-0.0110152	
22882	0.0608282	0.450318	1.17433	-0.0577126	-0.0133231	-0.0417709	-0.0224082	-0.222322	-0.138894	0.0116021	0.034863	-0.0117066	
23131	0.0573153	0.447409	1.18829	-0.0140515	-0.0116354	0.0558128	-0.0239556	-0.220633	-0.137986	-0.0061896	0.00675327	0.00362891	
23382	0.0426073	0.437149	1.21623	-0.058832	-0.0410382	0.111763	-0.0247186	-0.222174	-0.137343	-0.00305198	-0.00616407	0.00257522	
23631	0.0230112	0.421537	1.24195	-0.0783846	-0.0624495	0.102881	-0.0304039	-0.217888	-0.13696	-0.0227412	0.0171436	0.00152904	
23882	0.0183086	0.413941	1.2663	-0.0188103	-0.0303823	0.0974183	-0.0374988	-0.216157	-0.134732	-0.0283794	0.00692511	0.0089128	
24131	0.00481075	0.401254	1.27457	-0.0539915	-0.050748	0.0330758	-0.0366258	-0.222917	-0.13334	0.00349168	-0.0270389	0.00556928	
24381	-0.00726441	0.391803	1.26992	-0.0483006	-0.0378035	-0.0186224	-0.0375268	-0.220249	-0.131957	-0.00360395	0.0106708	0.00553173	
24631	-0.0113447	0.379928	1.25117	-0.0163212	-0.0474992	-0.0749936	-0.0382225	-0.222659	-0.129562	-0.00278285	-0.00963956	0.00957835	
24882	-0.0352072	0.372486	1.23777	-0.0954501	-0.0297703	-0.0535893	-0.017436	-0.224703	-0.127501	0.083146	-0.00817513	0.00824505	
25132	-0.0337421	0.351696	1.23761	0.00586037	-0.0831587	-0.000628948	-0.000733625	-0.208967	-0.124803	0.0668096	0.0629423	0.0107928	
25381	-0.0683628	0.310676	1.21879	-0.138483	-0.16408	-0.0752769	0.0031513	-0.183703	-0.128989	0.0155397	0.101056	-0.0167428	
25631	-0.0815798	0.241777	1.20839	-0.0528678	-0.275597	-0.0415936	-0.000296058	-0.174625	-0.13221	-0.0137894	0.0363149	-0.0128855	
25881	-0.0967945	0.153998	1.20999	-0.0608588	-0.351115	0.00638723	-0.00924794	-0.19598	-0.137571	-0.0358075	-0.0854214	-0.0214449	
26131	-0.106571	0.0868054	1.21711	-0.0391078	-0.268771	0.0284905	-0.0126055	-0.215344	-0.14196	-0.0134301	-0.077455	-0.0175551	
26381	-0.117932	-0.0220279	1.22673	-0.0454435	-0.435333	0.0384793	-0.00149524	-0.244049	-0.147399	0.0444409	-0.11482	-0.0217556	
26631	-0.116885	-0.135721	1.21966	0.00419065	-0.454773	-0.0282969	0.00748975	-0.257876	-0.150831	0.03594	-0.0553106	-0.0137295	
26882	-0.111421	-0.305769	1.16809	0.0218552	-0.680192	-0.206295	-0.000632858	-0.25	-0.153489	-0.0324905	0.0315052	-0.010633	
27131	-0.167415	-0.417118	1.12677	-0.223977	-0.445397	-0.165282	-0.0572951	-0.236356	-0.161178	-0.226649	0.0545751	-0.0307533	
27381	-0.215833	-0.507102	1.08295	-0.19367	-0.359932	-0.175268	-0.0996225	-0.218753	-0.168103	-0.16931	0.0704111	-0.027699	
27632	-0.24475	-0.55479	1.09814	-0.115668	-0.190755	0.0607796	-0.110321	-0.192575	-0.172941	-0.0427938	0.104713	-0.0193523	
27881	-0.262362	-0.577764	1.11418	-0.0704488	-0.091893	0.0641575	-0.0908484	-0.213036	-0.170097	0.0778903	-0.0818426	0.0113743	
28132	-0.280703	-0.578531	1.12086	-0.0733663	-0.00306988	0.0267019	-0.0509804	-0.220139	-0.171824	0.159472	-0.0284138	-0.00690627	
28382	-0.313021	-0.536826	1.13079	-0.129268	0.166822	0.0397105	-0.0474669	-0.222842	-0.177734	0.014054	-0.0108117	-0.0236423	
28631	-0.323003	-0.52091	1.14095	-0.0399296	0.0636618	0.0406728	-0.0543729	-0.229443	-0.180179	-0.027624	-0.0264031	-0.0097785	
28882	-0.33049	-0.493897	1.14984	-0.0299478	0.108054	0.0355392	-0.0550173	-0.232749	-0.183479	-0.00257753	-0.0132216	-0.0132015	
29131	-0.336444	-0.475552	1.15509	-0.0238147	0.0733786	0.0210142	-0.0549793	-0.232147	-0.185663	0.000152066	0.00240648	-0.00873685	
29381	-0.390082	-0.412219	1.19975	-0.214553	0.253331	0.178641	-0.0686056	-0.248117	-0.191473	-0.0545054	-0.0638818	-0.0232393	
29631	-0.412709	-0.378947	1.19998	-0.0905067	0.133089	0.000902653	-0.0469283	-0.251249	-0.194144	0.0867091	-0.0125279	-0.0106833	
29881	-0.508681	-0.316457	1.18972	-0.383888	0.249961	-0.041039	-0.0377635	-0.25017	-0.206685	0.0366594	0.00431538	-0.050164	
30131	-0.608286	-0.269849	1.19458	-0.398421	0.18643	0.0194464	-0.0263807	-0.230724	-0.218176	0.045531	0.0777866	-0.0459629	
30381	-0.661676	-0.250638	1.17813	-0.21356	0.0768459	-0.0657954	-0.028048	-0.206454	-0.226335	-0.00666898	0.0970792	-0.0326378	
30631	-0.72231	-0.246797	1.17227	-0.242535	0.0153654	-0.023447	-0.028767	-0.161813	-0.241072	-0.00287598	0.178562	-0.0589488	
30881	-0.746678	-0.243029	1.17916	-0.0974739	0.0150693	0.0275435	-0.0497266	-0.155487	-0.251787	-0.0838385	0.0253074	-0.0428604	
31131	-0.755975	-0.219139	1.19198	-0.0371892	0.0955615	0.0512977	-0.059554	-0.191277	-0.2575	-0.0393096	-0.143162	-0.0228486	
31381	-0.738879	-0.199291	1.20116	0.0683842	0.0793914	0.0367346	-0.0627335	-0.192612	-0.265783	-0.0127179	-0.00534099	-0.0331315	
31631	-0.720631	-0.166358	1.20883	0.0729938	0.131731	0.0306816	-0.050574	-0.200096	-0.273335	0.048638	-0.0299339	-0.0302103	
31881	-0.68642	-0.150282	1.21717	0.136843	0.0643059	0.0333271	-0.0468423	-0.206579	-0.278206	0.0149267	-0.0259311	-0.0194842	
32131	-0.631978	-0.148065	1.2373	0.217768	0.00886542	0.0805273	-0.0432845	-0.227307	-0.279251	0.014231	-0.0829142	-0.00418139	
32382	-0.579837	-0.115707	1.23013	0.208566	0.129436	-0.0286646	-0.0678751	-0.221312	-0.284005	-0.0983623	0.0239823	-0.0190125	
32631	-0.550243	-0.0836533	1.20446	0.118374	0.128213	-0.102704	-0.0678479	-0.223457	-0.292716	0.000108987	-0.00858098	-0.0348449	
32882	-0.513734	-0.0554431	1.17836	0.146038	0.112841	-0.104376	-0.0328313	-0.229389	-0.299188	0.140066	-0.0237277	-0.0258892	
33132	-0.493382	-0.0308249	1.1754	0.0814068	0.0984727	-0.011837	-0.00774885	-0.235545	-0.306107	0.10033	-0.0246261	-0.0276748	
33381	-0.491653	-0.00531343	1.17414	0.00691533	0.102046	-0.00506306	-0.0285561	-0.231453	-0.315926	-0.0832291	0.0163676	-0.0392786	
33632	-0.495335	0.00116453	1.17496	-0.0147285	0.0259118	0.00330973	-0.0390826	-0.230708	-0.323662	-0.042106	0.00298077	-0.0309432	
33882	-0.502661	0.00342008	1.18497	-0.0293045	0.00902218	0.0400319	-0.0404134	-0.225679	-0.330383	-0.0053229	0.0201159	-0.0268848	
34132	-0.513683	0.00167007	1.19682	-0.0440853	-0.00700003	0.0474062	-0.037751	-0.215871	-0.338664	0.0106495	0.0392344	-0.0331204	
34382	-0.522267	-0.00045195	1.19988	-0.0343378	-0.00848809	0.0122304	-0.0361202	-0.215196	-0.345155	0.00652327	0.00270051	-0.0259666	
34631	-0.538408	0.00234757	1.20748	-0.0645618	0.0111981	0.0304084	-0.0400375	-0.215483	-0.352645	-0.0156693	-0.00114805	-0.0299599	
34881	-0.537028	-0.0116404	1.21282	0.00551891	-0.0559517	0.0213318	-0.0445716	-0.221361	-0.357915	-0.0181364	-0.0235122	-0.0210793	
35132	-0.530304	-0.0206412	1.22263	0.026897	-0.0360035	0.0392489	-0.047177	-0.230314	-0.36304	-0.0104215	-0.035814	-0.0205009	
35381	-0.518747	-0.0281535	1.23204	0.0462253	-0.0300489	0.0376525	-0.0486318	-0.236002	-0.366966	-0.00581914	-0.0227495	-0.0157044	
35631	-0.52498	-0.0317108	1.24425	-0.0249293	-0.0142293	0.0488186	-0.0497448	-0.241695	-0.375933	-0.00445211	-0.0227721	-0.0358672	
35881	-0.522758	-0.0404517	1.2463	0.00888538	-0.0349637	0.00823259	-0.047067	-0.239956	-0.382695	0.0107111	0.0069524	-0.0270479	
36131	-0.523587	-0.0478994	1.24722	-0.0033145	-0.0297909	0.00366211	-0.0446551	-0.23826	-0.386939	0.00964758	0.00678533	-0.0169737	
36382	-0.523362	-0.0547858	1.24515	0.000901461	-0.0275458	-0.00827312	-0.0431385	-0.234597	-0.391107	0.00606631	0.0146509	-0.0166723	
36631	-0.528492	-0.065752	1.2548	-0.0205233	-0.0438648	0.0385947	-0.0494059	-0.23951	-0.39432	-0.0250693	-0.0196503	-0.0128537	
36883	-0.527681	-0.0782778	1.25456	0.0032475	-0.0501031	-0.000946045	-0.0559068	-0.237744	-0.39868	-0.0260036	0.00706345	-0.0174407	
